頭金,支払金額
策励,誘いだす
タイプライター,シリアルプリンター
霜焼,外傷
鳴鳥,鳴禽類
変形菌門,門
肉付ける,あぶり出す
悶,艱苦
シロナガスクジラ,ヒゲクジラ亜目
投降,敗北
投降,敗北
全体性,完壁さ
暗合,変事
総胆管,堀り割り
握緊める,攫む
握緊める,押す
握緊める,掴む
握緊める,攫む
儲物,出来事
布告,口述
布告,口述
布告,条例
布告,言いきる
布告,発語
布告,表題を付ける
布告,告げ知らせる
布告,口述
布告,口述
布告,条例
布告,言いきる
布告,発語
布告,表題を付ける
布告,告げ知らせる
生地,場所
生地,ミックス
生地,アーチファクト
微笑,現す
微笑,苦る
微笑,現す
微笑,苦る
貼出し,掲示
時針,針
通路,ライン
通路,道
通路,ライン
通路,道
月着陸船,スペースクラフト
陽子磁気共鳴,磁気共鳴
要図,プラン
降掛る,行なわれる
後ろ押し,推進
後ろ押し,差し響き
葬儀式,御祝い
くずれ落ちる,遷移
くずれ落ちる,遷移
露天,外の方
道化,耽溺
道化,公演者
道化,ヒューモー
道化,耽溺
道化,公演者
道化,ヒューモー
滲みる,突通る
電子オルガン,電子楽器
恐しいもの,もの
補,増
今晩,此の中
今晩,此の中
雷雨,暴風
打ちきる,切る
打ちきる,切る
呼び寄せる,とり纏める
呼び寄せる,指顧
酢酸塩,塩
付箋,荷印
呼び上げる,布告
吹出す,生まれ育つ
吹出す,深まる
縫い合わせる,作り付ける
消化液,液
スポンサーシップ,後押し
ヒドロキシプロリン,アミノ酸
コンバーチブル,四輪車
糶,販売
儲け物,出来事
ドロウ,終わり
自然流産,妊娠中絶
ウォーターグラス,時辰儀
好感,良性
エアコン,冷却方式
御用達,サプライヤー
つなぎ杭,棒杭
貨物,プロダクト
貨物,分銅
ボーグ,通用
補体,酵素
隠匿行為,アクティビティー
固まる,群がる
固まる,遷移
パワーユーザー,コンピューター使用者
農場主,クレアトゥール
治療法,医薬
決壊,遷移
産業別労働組合,単位労働組合
よそ見,ご覧になる
流行っ子,巧者
埋合,償い
埋合,改削
アップタウン,住宅地区
身悶える,動かす
彫刻家,絵描
戦斧,鉞
ガッツ,剛毅
救う,切り抜けさせる
救う,救い出す
救う,救出
ダイス,キューブ
無頼漢,加害者
躾,アクティビティー
監督官,調査員
自由人,個人
プレートテクトニクス,地形学
行き来できる,相互接続
賦する,チャージ
賦する,コミュニケート
賦する,書き換える
ウェディングドレス,ドレス
蒸気船,船舶
凝望,一見
凝望,ご覧になる
凝望,一見
凝望,ご覧になる
免官,締め括り
免官,締め括り
ハイラート,御祝い
ハイラート,聖祭
夜々中,時剋
指数関数,写像
伯爵,英国貴族
伯爵,卿
啜泣く,めそめそする
母性,縁
母性,縁
窓掛け,防護する物
論争,口演
論争,導通抵抗
論争,集団行動
論争,食い違い
論争,動静
論争,食い違い
論争,語らう
論争,争う
論争,口演
論争,導通抵抗
論争,集団行動
論争,食い違い
論争,動静
論争,食い違い
論争,語らう
論争,争う
ホテイラン,幽客
酷薄さ,不人情
アクセ,衣装
アクセ,要素
カルバドス,ブランデー
三角洲,構造
三角洲,沖積
短波,電波
乳頭,生殖器官
乳頭,突起
乳頭,突起
札銭,勘定
撃方,推進
撃方,攻
家庭菜園,苑地
ウェイティングルーム,室
殴り倒す,打ちつづける
殴り倒す,たたく
処女,世間知らず
平民主義,イデオロギー
カーナライト,ミネラル
葬斂,弔い
葬斂,御祝い
二豎,疾病
二豎,容態
違約金,支払金額
お目にかかる,活きる
お目にかかる,訪問
お目にかかる,訪問
煽上げる,称揚
減り張り,抑揚
斜角筋,骨格筋
シャムネコ,飼い猫
儀式形式,パターン
直観主義,哲理
クラブハウス,家屋
キュー,台詞
シルエット,図面
シルエット,輪廓
差出し,去ること
遣っつける,打負かす
コンバット,弓馬
ビューティ,女子
ビューティ,風姿
主題メロディ,一節
掛り,費用
壊滅,締め括り
壊滅,フィニッシュ
壊滅,衰勢
壊滅,苦しみ
壊滅,害う
壊滅,締め括り
壊滅,フィニッシュ
壊滅,衰勢
壊滅,苦しみ
壊滅,害う
むかつき,症候
むかつき,不好き
タータン,切れ地
気詰まりさ,面映ゆさ
野戦砲,大砲
メペリジン,麻薬
霊感,考え
霊感,直感
霊感,喚起
士人,公卿
端折傘,天蓋
住宅地区,地区
泰山北斗,巧者
相棒,仲間
相棒,フレンド
相棒,個人
コンパクトカメラ,スティルカメラ
織り方,パターン
転す,化ける
残飯,廃物
直接税,寄与
アマサギ,白鷺
熱電温度計,体温器
旋毛曲,偏物
旋毛曲,偏物
滅び尽きる,掻消える
沈着,自制心
沈着,自制心
しろうとくささ,無器用
４人組,集団
バンス,金高
虎の子,集団
精神医学者,専門医
外務省,省
通勤医師,内科医
企む,考える
企む,考える
闇,イリュミネイション
闇,暗晦
闇,容態
闇,現場
小産,妊娠中絶
下婢,下男
恫喝,蚕食
恫喝,声明
恫喝,蚕食
恫喝,声明
軽く叩く,たたく
立方ヤード,枡
怨言,オブジェクション
はり,固体
公刊,供給
公刊,印刷業
公刊,作り上げる
公刊,書きおろす
公刊,公表
公刊,供給
公刊,印刷業
公刊,作り上げる
公刊,書きおろす
公刊,公表
失明,視力障害
積金,基金
鑿,刃物
ラディシュ,根菜
レター,文字記号
レター,文章
レター,記文
見せつける,顕示
見せつける,特徴として持つ
臭化物,ハロゲン化物
作り人,クレアトゥール
作り人,クレアトゥール
臍帯,堀り割り
臍帯,珠柄
臍帯,胎膜
折返す,立ち戻る
折返す,告げ知らせる
方便,遣り口
羞恥心,道徳感覚
かい潜る,脱出
かい潜る,動かす
蔦蔓,維管束植物
つきあい,親交
切れはし,布切れ
その折,時点
性行為,生体機能
災難,巡り合わせ
災難,巡り合わせ
災難,苦しみ
災難,心配
かけ合わす,割出す
文字盤,表
文字盤,表
覚込む,本から学ぶ
百合,球根類
掻っぱらう,失敬
掻っぱらう,攫む
戦き,不穏
戦き,怖じけ
事実らしさ,色
有り明け方,時剋
読み間違う,解釈
シャッセ,ステップ
錐もみ,回転
力説,声明
力説,ハード
力説,現す
力説,声明
力説,ハード
力説,現す
シャンパーン,スパークリングワイン
篩落す,取去る
篩落す,採択
店子,支払い人
宗族,一族
複本,コピー
味噌っかす,性状
書き手,読書
溌剌さ,丈夫
競争相手,競演者
競争相手,競演者
一生涯,ピリオド
所得税,寄与
転写紙,ペーパー
押し巻く,化ける
ルーキー,初心者
個人主義者,個人
興奮性,反応性
ジメンヒドリナート,抗ヒスタミン薬
粉生姜,薬味
狐,うす茶色
狐,ブラウン
狐,イヌ科動物
原子力潜水艦,潜水艦
土,マティエール
土,もの
土,要素
土,もの
回転,動き
回転,廻る
回転,動く
回転,移転
回転,動かす
回転,動き
回転,廻る
回転,動く
回転,移転
回転,動かす
うす茶色,ブラウン
フローア,営造物
フローア,平坦
エアーコンディショナー,冷却方式
売人,サプライヤー
売人,業者
売人,盗人
売人,市人
シャンパン,スパークリングワイン
斜角,角
浮かべる,結び合せる
浮かべる,運搬
浮かべる,打ち上げる
中枢,直中
中枢,ひとまとまり
中枢,お手伝い
中枢,認知的内容
鬨の声,叫泣き
ナフタリン,炭化水素
朗読台,壇
侍祭,牧師
買物,商品
買物,取得
買物,取得
複雑,複雑性
複雑,事態
複雑,複雑性
複雑,事態
複雑,複雑性
複雑,事態
脅しつける,警醒
脅しつける,恐怖させる
チベタンマスチフ,マスティフ
セクシャルハラスメント,嫌がらせ
暮夜,ピリオド
縒る,化ける
縒る,化ける
ソフトウェアエラー,エラー
生き胆,内臓
インシュリン,ホルモン
チェロ,擦弦楽器
二塁打を打つ,打つ
フラン,デサール
フラン,有機化合物
逆,反対
逆,反対
逆,反対
逆,反対
逆,反対
逆,反対
織りまぜる,縒る
多孔性,粘度
多孔性,粘度
見舞う,配る
見舞う,旅行
四つ脚,四足類
四つ脚,生物
二世,地位
二世,坊ち
塩素化,化学作用
講衆,集団
慈しみ,情感
慈しみ,心緒
最小値,リミット
最小値,極値
最小値,一片
環形動物,蠕虫
休み,隔たり
休み,ディ
休み,沈滞
休み,閑
休み,閑
休み,区切目
休み,閑
軽べつ,不好き
軽べつ,怨む
軽べつ,不好き
軽べつ,怨む
足慣らし,トレーニング
オクテット,集団
木の実,種子
木の実,果物
インベーダー,不法侵入者
ニチニチソウ,草
闕乏,物量
闕乏,容態
バリケイド,障壁
無糸分裂,細胞分裂
凸凹,テクスチャー
凸凹,アシンメトリ
凸凹,テクスチャー
凸凹,アシンメトリ
マフィン,クイックブレッド
水飲み,器物
膨れ返る,膨張
アグリカルチャー,教養
告訴人,訴訟当事者
告訴人,論争者
シート,調度品
シート,スペース
シート,アーチファクト
ペミカン,食肉
大所,家屋
選択肢,意志決定
前置,テクストブック
前置,セクション
巡警,守
巡警,看守
巡警,守
巡警,看守
吊り上げる,持ちゃげる
グリークラブ,サークル
香水,化粧品
統計学,応用数学
凝議,コンファレンス
番い目,身体部位
ミル,尺度
ミル,システム
黙認,調和
黙認,可決
黙認,通用
紙くずかご,器物
黄信号,交通信号
縁つづき,結付き
認識論,哲学
退くこと,去ること
１杯の飲み物,盛り
至福,幸い
攻め込む,攻撃
頂上,頭
頂上,極
頂上,ライン
頂上,場所
頂上,絶頂
頂上,大きな出来事
膚合い,流儀
エントツアマツバメ,アマツバメ
不平等,差異
不平等,差異
八角茴香,薬味
テキスタイル,アーチファクト
途,道
途,遣り口
途,ライン
仕事日,週日
パートタイマー,サラリーマン
予防接種,インジェクション
予防接種,インジェクション
中心街,直中
逆乱,論争
相互誘導,感応作用
スリラー,英雄譚
引張出す,引去る
引張出す,取り出す
反応,成果
反応,生体機能
反応,考え
反応,答弁
反応,化学作用
反応,なる
反応,動く
反応,成果
反応,生体機能
反応,考え
反応,答弁
反応,化学作用
反応,なる
反応,動く
ごった雑,目茶苦茶
ごった雑,寄せ集め
ごった雑,目茶苦茶
ごった雑,寄せ集め
シークレット,報
残響音,反射
掻き雑ぜる,移転
掻き雑ぜる,取り扱う
原書,典型
原書,創造物
分析的思考,理論的思考
ウェブカメラ,ディジカメ
ホットソース,垂れ
ジョーク,ヒューモー
看守,保安官
看守,キーパー
看守,保護者
看守,保安官
看守,注視
看守,防護
看守,保安官
看守,キーパー
看守,保護者
看守,保安官
看守,注視
看守,防護
老婆,昔人
老婆,女子
交ぜあわせる,交ぜ合わせる
交ぜあわせる,入換える
クラクション,警笛
クラクション,警報器
割当てる,割り付ける
割当てる,託する
割当てる,割り付ける
割当てる,配る
割当てる,配る
ショ糖,二糖
矢玉,軍器
光炎万丈,風情
競売,販売
気遣しさ,心理状態
